content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords
masa buka rekening sistem nya error minta kita yg telp lg . harusnya dia yg follow up dong..,1,0.0,0.0,Negative,buka rekening sistem error telp lg . follow dong..
proses pembukaan rekening mudah dilakukan. aplikasi lancar,5,0.0,0.0,Positive,proses pembukaan rekening mudah dilakukan. aplikasi lancar
"aman, nyaman, cepet",5,0.0,0.0,Positive,"aman, nyaman, cepet"
4 stars for now until i dont have to turn on my location everytime i want to login,4,0.0,0.0,Positive,4 stars dont turn location everytime want login
"the ui is great. easy to use. the only con is no debit card, seriously? are you a bank?",3,0.22500000000000003,0.8125,Neutral,"ui great. easy use. con debit card, seriously? bank?"
mau join aja rumitnya minta ampun.. langsung auto uninstall..!!,1,0.0,0.0,Negative,join rumitnya ampun.. langsung auto uninstall..!!
"saran saya, untuk permintaan lokasi device sebaiknya ditiadakan saja, karena sangat mengganggu. terima kasih",3,0.0,0.0,Neutral,"saran saya, permintaan lokasi device ditiadakan saja, mengganggu. terima kasih"
baru nginstall blu.. voucher blu di blibli malah ilang.. ngerjainnya jago banget 👎,1,0.0,0.0,Negative,nginstall blu.. voucher blu blibli ilang.. ngerjainnya jago banget 👎
"aplikasi cukup bersih, interface bagus, tidak buat bingung first user. better this app dapat link untuk pembelian ke ebay dan amazon. thank you",5,0.375,0.41666666666666663,Positive,"aplikasi bersih, interface bagus, bingung first user. better app link pembelian ebay amazon. thank"
the app is generally smooth. the was a little lag when i did registration. please add vcc feature. i am really sure you can beat your competitor if you add this one while maintain the smoothness hehe,4,0.23750000000000002,0.6296296296296297,Positive,app generally smooth. little lag registration. please add vcc feature. really sure beat competitor add one maintain smoothness hehe
"aku suka blu 💙 karena memang aku pecinta biru, dan aku suka sekali aplikasi ini. cara bukanya mudah, fiturnya beragam. bisa menjadi tools untuk mengatur keuangan keluarga agar tujuan kami tercapai. thank u blu",5,0.0,0.0,Positive,"suka blu 💙 pecinta biru, suka aplikasi ini. bukanya mudah, fiturnya beragam. tools mengatur keuangan keluarga tujuan tercapai. thank u blu"
"pembukaan rekening lancar jaya, tidak ada kendala sama sekali, sangat bagus, semoga fitur² selalu bertambah dan berinovasi ya. tks👍🏻",5,0.0,0.0,Positive,"pembukaan rekening lancar jaya, kendala sekali, bagus, semoga fitur² bertambah berinovasi ya. tks👍🏻"
"daftar jam 8 malam, mulai mendownload aplikasi hingga selesai video call dengan tim haloblu memakan waktu tidak lebih dari 15 menit. rekening teraktivasi setengah jam kemudian, dan resmilah saya jadi sobatblu. yang paling favorit adalah fitur blusaving nya, bantu banget untuk atur keuangan dan tabungan ❤",5,0.0,0.0,Positive,"daftar jam 8 malam, mendownload aplikasi selesai video call tim haloblu memakan 15 menit. rekening teraktivasi jam kemudian, resmilah sobatblu. favorit fitur blusaving nya, bantu banget atur keuangan tabungan ❤"
"oke sih, tapi coba tambahin virtual acc atau e-card dong buat transaksi online, kalo sekarang masih terbatas banget, kalah sama tetangga sebelah udah lengkap 🤭",5,0.0,0.0,Positive,"oke sih, coba tambahin virtual acc e-card transaksi online, kalo terbatas banget, kalah tetangga sebelah udah lengkap 🤭"
"keren banget blu ini, proses registrasinya cepet banget, fitur yang ada di dalamnya juga beragam. suka banget blusaving-nya bisa sampai 10 dan ada blugether juga, masalah patungan gak bakal ada lagi kalau kayak gini.",5,0.0,0.0,Positive,"keren banget blu ini, proses registrasinya cepet banget, fitur dalamnya beragam. suka banget blusaving-nya 10 blugether juga, patungan kayak gini."
cepet.. lancar.. saya buat rekening kurang dari satu jam jadi,5,0.0,0.0,Positive,cepet.. lancar.. rekening jam
"menarik banget nih fitur aplikasinya, bisa bikin 10 jenis tabungan dalam 1 rekening, selain itu bisa tabungan bareng sama temen atau keluarga. semoga bisa menghadirkan fitur yg lebih masa kini kedepannya",5,0.0,0.0,Positive,"menarik banget nih fitur aplikasinya, bikin 10 jenis tabungan 1 rekening, tabungan bareng temen keluarga. semoga menghadirkan fitur kedepannya"
"takjub banget sih, buka rekening tabungan online blu bisa secepat itu prosesnya. simple dan mudah. cs nya juga ramah, yg penting pertanyaan2 yg diajukan bisa dijawab sesuai data yg kita input ke aplikasi. semoga blu bisa terus berkembang dan membantu semua org dalam membuat tujuan dan perencanaan keuangan.",5,0.0,0.35714285714285715,Positive,"takjub banget sih, buka rekening tabungan online blu secepat prosesnya. simple mudah. cs ramah, pertanyaan2 diajukan sesuai data input aplikasi. semoga blu berkembang membantu org tujuan perencanaan keuangan."
"fast response, tampilan ui simple & menarik. cuma kurang belum ada kartu debit digital ataupun fisik",5,0.06666666666666667,0.319047619047619,Positive,"fast response, tampilan ui simple & menarik. kartu debit digital fisik"
"aplikasinya sangat membantu mengatur keuangan. penggunaannya juga sangat mudah. hanya beberapa menit, udah jadi deh rekening blu saya. bisa bikin arisan bareng temen nih pake fitur blugether. kalau akun terblokir karena lupa password pun, bisa bikin password baru dengan mudah. cukup verifikasi wajah. makin rajin deh nabung di blu.",5,0.0,0.0,Positive,"aplikasinya membantu mengatur keuangan. penggunaannya mudah. menit, udah deh rekening blu saya. bikin arisan bareng temen nih pake fitur blugether. akun terblokir lupa password pun, bikin password mudah. verifikasi wajah. rajin deh nabung blu."
"aplikasinya bagus, sangat memudahkan. proses buka rekeningnya pun cepat tidak antri lama. thanks blu.",5,0.2,0.2,Positive,"aplikasinya bagus, memudahkan. proses buka rekeningnya cepat antri lama. thanks blu."
"untuk aplikasi yang masih terbilang baru cukup memuaskan dengan design yang keren dan proses yang cepat saat pembuatan rekening baru. mungkin kedepannya akan lebih banyak fitur"" yang bisa digunakan",5,0.0,0.0,Positive,"aplikasi terbilang memuaskan design keren proses cepat pembuatan rekening baru. kedepannya fitur"""
"aplikasi blu by bca digital ini merupakan inovasi yang patut diacungin jempol. registrasinya mudah dan cepat. oiya, saya pernah salah masukkan pasword hingga 3x sehingga ke blokir. tapi untuk pemulihan pasword baru prosesnya cepat. nice. semoga kedepannya ada tambahan fitur-fitur yang lebih menarik lagi supaya makin betah pakai blu by bca digital ini.",5,0.19999999999999998,0.3333333333333333,Positive,"aplikasi blu bca digital inovasi patut diacungin jempol. registrasinya mudah cepat. oiya, salah masukkan pasword 3x blokir. pemulihan pasword prosesnya cepat. nice. semoga kedepannya tambahan fitur-fitur menarik betah pakai blu bca digital ini."
"the simplest and fastest bank account opening, thumbs up!!",5,0.0,0.0,Positive,"simplest fastest bank account opening, thumbs up!!"
best digital bank! bravo blu by bca digital !!!,5,0.3333333333333333,0.09999999999999999,Positive,best digital bank! bravo blu bca digital !!!
uninstall: check! produk gagal... gd kartu digital/debit... kluarin produk bkn nya yg lbh bagus dr yg udh beredar eee malah kluarin produk jadul... minim fiture lg...,1,0.0,0.0,Negative,uninstall: check! produk gagal... gd kartu digital/debit... kluarin produk bkn lbh bagus dr udh beredar eee kluarin produk jadul... minim fiture lg...
"setelah melihat beberapa fitur yang ditawarkan, saya yakin aplikasi ini bisa membantu saya dalam mengatur keuangan pribadi. termasuk cara menabung dan mengatur cashflow sehari-hari. apalagi tampilannya, haduhhh seger banget.",5,0.0,0.0,Positive,"fitur ditawarkan, aplikasi membantu mengatur keuangan pribadi. menabung mengatur cashflow sehari-hari. tampilannya, haduhhh seger banget."
kurang fitur,3,0.0,0.0,Neutral,fitur
"aplikasi blu punya by bca digital ini fast response banget registrasinya. fitur-fiturnya keren pula, memenuhi kebutuhan saya dalam mengelola keuangan. apalagi blugether, saya jd bisa merencakan keuangan dgn pasangan secara lebih rapi.",5,0.1,0.3,Positive,"aplikasi blu bca digital fast response banget registrasinya. fitur-fiturnya keren pula, memenuhi kebutuhan mengelola keuangan. blugether, jd merencakan keuangan dgn pasangan rapi."
"pendaftaran cepat, wuz wuz.. langsung jadi bisa dipakai. aplikasi ringan. explore featurenya dulu",5,0.0,0.0,Positive,"pendaftaran cepat, wuz wuz.. langsung dipakai. aplikasi ringan. explore featurenya"
easy too use response very fast thank you,5,0.3466666666666667,0.8066666666666666,Positive,easy use response fast thank
"alasan gue pake dan download aplikasi blu, karena gue sangat terkesima pas nonton blumusical, selain itu gue bisa buka rekening hanya dengan download aplikasi blu, isi data dan verifikasi melalui vcall dengan cso dan rekening aktif dalam 1x24 jam. see, gampang banget gak perlu ke kantor cabang, bos. keunggulan dari fitur aplikasi blu yang buat gue bantu banget: kita cuma butuh 1 rekening dan bisa punya sampai 10 tabungan. kita bebas menentukan nama dan tujuan dari masing masing penggunaannya",5,0.0,0.0,Positive,"alasan gue pake download aplikasi blu, gue terkesima pas nonton blumusical, gue buka rekening download aplikasi blu, isi data verifikasi vcall cso rekening aktif 1x24 jam. see, gampang banget kantor cabang, bos. keunggulan fitur aplikasi blu gue bantu banget: butuh 1 rekening 10 tabungan. bebas menentukan nama tujuan penggunaannya"
"payah pakai blu. beli pulsa 50rb tidak masuk. disuruh telp call haloblu berkali-kali habis 20rb. masih ga masuk2 jg pulsa, diminta telp lagi. lama2 habis lebih dr 50 rb utk telp haloblu. ga recomended aplikasinya.",1,0.0,0.0,Negative,"payah pakai blu. beli pulsa 50rb masuk. disuruh telp call haloblu habis 20rb. masuk2 jg pulsa, telp lagi. lama2 habis dr 50 rb utk telp haloblu. recomended aplikasinya."
"udah install aplikasinya dong. fitur-fiturnya keren abis dan aplikasinya mudah digunakan. so far nggak pernah ngalamin lemot atau aplikasi nutup sendiri (force closed). udah mulai rajin nabung di aplikasi blu. jadi lebih semangat lagi buat nabung, biar keuangannya lebih teratur dan aman terkendali. makasih blu.",5,0.0,0.55,Positive,"udah install aplikasinya dong. fitur-fiturnya keren abis aplikasinya mudah digunakan. far nggak ngalamin lemot aplikasi nutup (force closed). udah rajin nabung aplikasi blu. semangat nabung, biar keuangannya teratur aman terkendali. makasih blu."
"sebagai nasabah tetap, seneng sekali akhirnya bca bikin bank digital. namanya unik dan simpel😍. sesimple ui dan ux di aplikasinya. fiturnya juga melimpah. banyak promo lagi di e-commerce. sering-sering kasih promo ya blu biar hidup kita makin seru😁✌",5,0.0,0.0,Positive,"nasabah tetap, seneng bca bikin bank digital. namanya unik simpel😍. sesimple ui ux aplikasinya. fiturnya melimpah. promo e-commerce. sering-sering kasih promo ya blu biar hidup seru😁✌"
aplikasi berjalan dengan lancar dan proses pembukaan rekening sangat mudah dan cepat. semoga bermanfaat,5,0.0,0.0,Positive,aplikasi berjalan lancar proses pembukaan rekening mudah cepat. semoga bermanfaat
"aplikasi sangat mudah digunakan, proses pendaftarannya juga sangat cepat, mudah, dan lancar.",5,0.0,0.0,Positive,"aplikasi mudah digunakan, proses pendaftarannya cepat, mudah, lancar."
"pertama kali nyobain bank digital. proses pendaftarannya sangat cepat, tidak ada kendala. engga sampai 5 menit.",5,0.0,0.0,Positive,"kali nyobain bank digital. proses pendaftarannya cepat, kendala. engga 5 menit."
baguuusss banget. se simpel ini buka rekening bank. good job bca.,5,0.7,0.6000000000000001,Positive,baguuusss banget. simpel buka rekening bank. good job bca.
"not bad but not good karna yg aku butuhin kartu debit biar gampang setor tunai gak harus transfer sana sini dulu, semoga dapat dipertimbangkan kedepannya ya",3,-2.7755575615628914e-17,0.6333333333333333,Neutral,"bad good karna butuhin kartu debit biar gampang setor tunai transfer dulu, semoga dipertimbangkan kedepannya ya"
"bikin rekening nya gk sampe 15 menit udah aktif semua.menunya belum terlalu banyak, bakal bagua bgt kalau fiturnya dilengkapi kyk klikbca",4,0.0,0.0,Positive,"bikin rekening gk sampe 15 menit udah aktif semua.menunya banyak, bagua bgt fiturnya dilengkapi kyk klikbca"
"lebih baik ndak usah banyak promo ini itu, benahin sistem kalian dulu. promo untuk cari konsumen, tapi aplikasi banyak eror, tidak bisa digunakan, sudah sebluan lebih rekening tidak aktif, sudah email bolak balik sama saja tidak ada perbaikan. aplikasi tidak beres",1,0.0,0.0,Negative,"ndak promo itu, benahin sistem dulu. promo cari konsumen, aplikasi eror, digunakan, sebluan rekening aktif, email bolak perbaikan. aplikasi beres"
minim fitur bila dibandingkam bank digital lain.. nanti kalau sudah update saya naikin deh bintangnya,2,0.0,0.0,Negative,minim fitur dibandingkam bank digital lain.. update naikin deh bintangnya
asyik banget sih menggunakan blu by bca digital untuk keperluan transfer dan menabung uang jajan. suka dengan tampilan aplikasi yang user friendly dan mudah digunakan.,5,0.1875,0.25,Positive,asyik banget sih blu bca digital keperluan transfer menabung uang jajan. suka tampilan aplikasi user friendly mudah digunakan.
lamban di hp low-mid end,3,0.0,0.0,Neutral,lamban hp low-mid end
"gampang banget nih buat aktivasi blu, gak pakai lama dan ga pakai ribet. pakai blu perencanaan finansial jd lebih mudah. asyiknya lg bisa patungan online. tarik tunai di atm jg bs pakai blu. aplikasi yg menarik buat pencinta cashless nih.",5,0.0,0.0,Positive,"gampang banget nih aktivasi blu, pakai pakai ribet. pakai blu perencanaan finansial jd mudah. asyiknya lg patungan online. tarik tunai atm jg bs pakai blu. aplikasi menarik pencinta cashless nih."
"the interface is quite nice, need to add more needed features and the initial loading time of the apps is taking too long",4,0.2625,0.475,Positive,"interface quite nice, add needed features initial loading time apps taking long"
mana casback nya !!!!!!!!!!!!!!,1,0.0,0.0,Negative,casback !!!!!!!!!!!!!!
"untuk saat ini bintang 5, mudah dan cepat buka",5,0.0,0.0,Positive,"bintang 5, mudah cepat buka"
semangat memperbaiki yg kurang kak!,5,0.0,0.0,Positive,semangat memperbaiki kak!
saat masukkan nomor kartu atm bca tertulis 'nomor kartu yang anda masukkan salah' padahal nomor sudah sama persis dengan yg dimasukkan ke app m-banking bca(di app ini nomor kartu terverifikasi),3,0.0,0.0,Neutral,masukkan nomor kartu atm bca tertulis 'nomor kartu masukkan salah' nomor persis dimasukkan app m-banking bca(di app nomor kartu terverifikasi)
ga dapat cashback,1,0.0,0.0,Negative,cashback
pendaftarannya cepat. moga kedepannya bisa setor tunai ke atm bca,5,0.0,0.0,Positive,pendaftarannya cepat. moga kedepannya setor tunai atm bca
great banking apps with nice uiux...,5,0.7,0.875,Positive,great banking apps nice uiux...
mau login aja ribetnya 1/2 mati. belajar bikin app sama bank permata.,5,0.0,0.0,Positive,login ribetnya 1/2 mati. belajar bikin app bank permata.
parah sekali. saya lupa password dan ketika mau verifikasi lupanpassword diminta pengenalan wajah dan susahhhh bangettt...kepala miring kiri..miring kanan..ngga jelas nih instruksinya.. kapokkkkk abisss sebaiknya pikir ulang deh mau digital banking3an susah banget malahan kalau perlu mendadak dan sistem nya gagal mengenali saya ngga akan isi saldo disini.. ngerii bok,1,0.0,0.0,Negative,parah sekali. lupa password verifikasi lupanpassword pengenalan wajah susahhhh bangettt...kepala miring kiri..miring kanan..ngga nih instruksinya.. kapokkkkk abisss pikir ulang deh digital banking3an susah banget mendadak sistem gagal mengenali ngga isi saldo disini.. ngerii bok
