final_content,sentiment
asik banget tabung misahin tabung darurat jajan campur,positif
mantaf,positif
bantu,positif
saran kasih pilhan halaman masuk sign in buka rekening beda bingung,positif
alam,positif
asyik nih pakai bagus min tolong tingkat biar jos,positif
perfect,positif
baik,positif
keren,positif
bagus banget dah,positif
god service,positif
tampil simpel tarik guna ribet bagus pokok,positif
bagus,positif
suka yuk yuk bikin fre transfer syarat,positif
god aman cepat kalo gratis transfer sperti belah,positif
kecewa berat mencaricari cocok ketemu puas lancar nasabah,positif
banking bagus salah suka,positif
bagus,positif
bagus bunga lumayan potong admin biaya tsf nol simpan duit bank kl kaum paspasan duit mlh abis,positif
mantul,positif
rekening transfer i,negatif
so god is easy transaction,positif
recomended,positif
god job,positif
bantu transaksi biaya admin,positif
so far so god,positif
bagus,positif
simple pakai dftarnya gmpg tartun n stor tunai mudah pkoknya sngat mbntu skli,positif
pratis,positif
mantap bantu transfer gerat,positif
bantu moga tingkat layan virtual acount bayar listrik pdam bpjs asuransi dl,positif
manfat guys,positif
kasi bintang sekarng by buka terima kasih admin kerja nyah,positif
kak tolong beku nonaktifkn akun blue akun d pakai orang kak takut d salahgunakan marak tg pinjol bingung komplen kmn masuk akun blubca tolong admin bls komen mohon bantu x moga tingkat aman x d tingkat waspada hati bxk orang curang liar,negatif
nice,positif
mudah transaksi ribet,positif
terima kasih tim bantu maksimal kendala terasatasi terima kasih bantu,positif
bagus,positif
bagus,positif
buruk reset pasword kemaren suruh verifikasi wajah hubung cs respon,negatif
bagus mudah fitur cal centre fast respon ramah sip deh pokok,positif
so far nyaman pakai,positif
god job,positif
geblek daftar pilikasi,negatif
by oke banget transaksi uang kalo kartu atm louncing pasti bagus kece sukses rugi kasi bintang,positif
tolong hapus data proses jm mw mingu kabar hasil tidak buka rekening nyesel deh usaha video cal center foto wajah haduh pokok hapus data nama rina,negatif
bagus,positif
bagus,positif
simple,positif
nyaman tingal fitur bagus pokok,positif
suka pakai mudah pisahin tabung,positif
nikmat banget jg mudah guna,positif
bagus,positif
goks,positif
koneksi internetnya berat males daftar,negatif
puas,positif
blue by rekening debit,positif
transfer aman realtime kartu atm rilis va tingkat,positif
tolong tambah aman lindung bayar,positif
x jam beres proses verifikasinyapdahal suruh nungu x jamaneh,negatif
lupa pakai kode raferal sayamuhamctkp dapat bonus,positif
bantu,positif
ok,positif
bagus bagus fitur,positif
senang,positif
suka pakai transfer terusin gratis pilih no rekening cantik,positif
overal aplikasi bagus guna masuk pakai sidik jari terkadang eror interfacenya bosan,positif
god,positif
bagus biaya rang,positif
bagus,positif
salah bagus percaya naung grup gampang klo transfer tarik tunai setor tunai atm,positif
ok bagus,positif
bantu skali cari rekening khusus tabung terimakasih tahan sistem bagus,positif
tambahin topup linkaja min,positif
baik,positif
manfat operasional simpel mudah,positif
bagus digital,positif
bantu,positif
ka langsung masuk akun,positif
moga kartu debit buku rekening,positif
instal intipintip fitur daftar mbca tampil friendly bagus event bonus event depan tarik coba daftar hehe,positif
i like it,positif
god,positif
overal ok banget,positif
halo kak hps data bikin data ktp salah orang data video cal,negatif
bagus moga tingkat servicenya aman nasabah,positif
ok,positif
okr,positif
bagus,positif
manfat,positif
mudah gunakandak lambat belah,positif
reset pasword akun blokir pas ferivikasi wajah gagal pdhl udah ngikutin intruksi bintang kalo kendala atas bintang,negatif
ok terimakasih,positif
apilikasi sih bagus verivikasi ribet geleng kiri geleng kanan kenal wajah mudah verivikasi wajah,negatif
joz,positif
bagus,positif
god experience,positif
sat saldo paspasan situ transfer kena admin thnk,positif
masuk lupa no handphone inget email susah rek uang rb haduh,negatif
salah pin verifikasi rumitdah ikut gagal gagal,negatif
oke banget,positif
tambah fitur qr orang transaksi cakep mudah transaksi jual beli orang bayar tingal scan qr akun moga timbang,positif
pasword rumit kode referal verify sulit,negatif
b,positif
nyoba beli pulsa sampe masuk pulsa saldo tetep potong hadeh,negatif
perang dagang kalah senjata ni ye kalah modal masak kalah ama muncul,negatif
tambah fitur donk kaya atm,positif
abdulyha silah pakai reveral,positif
no rekening daftar akun blok masuk kenal wajah gagal kepala gel ni,positif
benefit janji casback cashback potong saldo yah transfer rb rb ribu masuk saldo mah potong biaya admin casback beter flip gratis bagus up fre biaya admin,negatif
bagus soh aps rewardnya ngk dipake kemarin sempet ngk dipake,positif
susah masuk schngeselinlama,negatif
masuk tulis hm silah coba aduh rusak citra,negatif
fitur setor tunai tungu bagus,positif
nali wajah pas,negatif
manfat tingkat kenyam percaya inovasi fitur nasabah terimakasih the best,positif
god akun,positif
mereferal orang dapet cape ajak orang hasil zonk mereferal event daftar langsung mereferal orang ajak bagus up kali transaksi event dapet,negatif
verifikasi muka susah ampunudah kayak orang stres,negatif
bagus kartu debit,positif
bagus mohon ijin rencana bayar tenaga kerja tenaga kerja bayar tenaga kasih kode token tarik tunai terimakasih,positif
ribet banget k asli kartu pegawai pas dicarin berkas nungu vical putus pdhal nasabah kartu kredit rek,negatif
ye stlh ski mnungu hadir setor tunai via atm mksh cinta nih suces sl,positif
download,negatif
langan tau sayang kode referalvoucher salam sukses langkat kota,positif
blokir tolong buka akun maju ni tolong buka akun buka sebar luas ni mutu,negatif
daftar data masalah kota kantor cabang gmna gaji,negatif
klo fitur debit kaya lai auto pakai,positif
loginpadahal pnlunya akun daftar akun,negatif
cangih sip kalo suport etol bcakapan ya,positif
depanjos,positif
god job,positif
kecewa katamya transfer mana gratis biaya bayar dar strategi marketing sesuai nyata,negatif
bagus,positif
moga bagus up flaz,positif
virtual acount gimick pakai,negatif
repot daftar,negatif
min tolong tambah fitur bagus up kartu flaz respon terimakasih,positif
permisi nanya nih aju pinjol terang no salah pdhal cek ber kali tolong jelas terima kasih,positif
kyc susah lol kenal wajah gagal,negatif
god,positif
bagus up kartu flaz,positif
fitur by melakuka setor tunai atm dekat the best poko biaya bagus up ewalet dana rb rupiah poko suka,positif
promo kode ref diadain dong lumayan uang jajan hehe,positif
tambah fitur setor atm biar mudah tabung edit tungu setor tunai tabung mudah tambah fitur bagus up flaz biar bagus,positif
bintang pajang,positif
selamat sore pakai kemarin transaksi pakai gagal tulisane aq transfer exprezi gagal jatuh tempo bayar ku tgl besok mohon mengunamakan pakai paket gagal transaksi coba pakai wifi transaksi gagal tolong solusi biar,negatif
moga long last ya integrasi ewalet olshop bantu sih anak kuliah bebas biaya admin semangat developernya,positif
daftar ya sampe scren lock,negatif
adain referal saing mobile,negatif
jos,positif
verifikasi wajah miring kanankiri susah banget bikin sakit leher,negatif
teknologi kenal wajah sistem rendah,negatif
bagus fitur lengkap setor tunai,positif
bagus,positif
bagus sekalicepat amansimpelburuan daftar kode raferaltaryodajo pendaftaranbanyak bonus,positif
bayar va tokopedia,negatif
masuk biometric muncul ribet ketik pasword malas pakai,negatif
aktivasinya banget,negatif
bagus,positif
fitur oke sayang virtual akun batas suport,positif
ivent refral lanjut sdah,positif
maf ku,negatif
tolong cepat proses daftar nama dendi ruslandi tungu jam,positif
bagus,positif
tk buka,positif
daftar masak kenal wajah burem banget,negatif
bagus masukin kode referal madikuble bonus,positif
sumpah cs sopan banget daftar seribet sampe suruh nyebutin kode ref,negatif
bagus kali nyoba mudah lancar seterusnyamin,positif
nice,positif
ka tolong akun blokir takut salah hack akun terimakasih,positif
bagus data daftar masuk kriteriaselama daftar,negatif
olah data validasi data bagus,negatif
proses,positif
verifikasi wajah bad,negatif
bagus nabung dl mudah jga dipake nya tungu kartu,positif
bagus,positif
baru masuk parah nih,negatif
nomor hubung butuh salah beli pulsa,positif
numpang nama doang dasar prodak,negatif
mantap,positif
bagus djewa,positif
banget,positif
proses cepet ribet dah langsung dapet rekening cs fast respon,positif
transfer rek gratis god,positif
atm bagus nih tarik duit ofline,positif
susah banget suruh pakai scren lock aktipin buruk ni,negatif
salah pilih baik,positif
sesi habis problem,negatif
customer hubung kendala transaksi tau uang ilang,negatif
nih transfer masuk salah input terima sendang chek nomer salah input terima saldo terpotongsaya kembali sampek suruh hub cs hubung sampek beli pulsa habiskatanya proses pembatalanya sampek masuk proses pembatalanya masuk tungu proses pembatalanya email gitu suruh hub cs hadehsudah tunguin proses,negatif
a,positif
lupa paswrd masuk susah verifikasi wajah,negatif
bagus pilih no rekg favorit bayar rb,positif
guna,negatif
bikin rek atm langsung aktip bikin mohon trima kasih by,positif
bagus,positif
bantu transaksiterima,positif
kemaren bikin rekening blue digitalalu uninstalkenapa pas download suruh buka rekening nomor daftar,negatif
min tutup akun rekening milik pulsa hubung haloblu min milik saran depan fitur hubung haloblu langsung aplikasiwhatsap nasabah milik pulsa hubung haloblu beban terimakasih,positif
kayak avatar,positif
susah banget regis kluar notif no atm sya sesuai ma ktp copas no atm mobile tp pdhal dah sesuai no ktpnya,negatif
video calbilang jam proses jg,negatif
min masuk sih daftar pas download apknya opsi masuk,positif
simpel,positif
tolong tambah fitur bayar visa online kayak jenius,positif
langsung bintang yatapi kalo bagus rangin lagirada kecewa kenal wajah kaca matakasihan mata minustp td pakai kaca mata terverifikasidan buat rekening langsung menit video caltapi staf jutek,positif
multifunction syekali,positif
bagus,positif
rusak instal bln november sampe transfer uang tup up bolak uninstal pakai jaring wifi paket data transaksi auto out,negatif
wowblue cangihbisa setor tarik tunai atm bcapembayaran va suport terimaksih bluterus tingkat layan moga baik ganti ewalet mbanking,positif
kecewa masuk daftardi suruh daftar ulang nik terdaftartolong bantu,negatif
ok,positif
bagus,positif
kelas muas,negatif
fast respon,positif
kecewa guna aktif pas kali salah pasword akun blokir usaha mereset sandi ikut pentunjuk nik ktp tangal lahir kendala pas ferivikasi kenal wajah slu gagal lingkar ikut atur tentu kecewa,negatif
ok,positif
tetep kasih bintang y isi ulang flaz kasih bintang,positif
mohon bantu adminakun pakai sma orang tangung jawabatas nama ardi triyanto pagelaran bantu admin,positif
mudah transaksi terkadang,positif
gunain rekening expres tabung min,positif
coba setor tunai,positif
setor tunai atm besok kejut nidi,positif
bagus bantu,positif
doa smoga maju inovasi mudah an no pembaruas depan hp spek pakai salam sukses lombok,positif
terima kasih dana barusan,positif
buka tabung biar ambil wujudin impi beli vespa sprint pakai kode referal yuk nourfonlp dapetin cashback k tup up min k tabung kmu gl potong peser,positif
coba bayar via virtual acount check out belanja tokopedia masuk nomor va guna bayar va aneh,negatif
kmjuan sabgat,positif
ok,positif
bagus,positif
buka rekening gampang tampil ui mudah fitur manfat guna,positif
god,positif
dapetin manfat buru masukin kode novalzpvk langsung bagus up rbakalan dapet saldo rb lho,positif
ribet vc kaya neo vermuk doang cuih,negatif
bagus sih nabung,positif
tololvermuk gagal sesuai instruksi,negatif
bagus,positif
ok,positif
coba daftar tarik nih lupa masukin kode sahalyne biar dapet cashback topup,positif
calon besar indonesia bagus blue,positif
terima kartu fisik atm daftar,negatif
kak dah daftar blueudah diactapi sandi kebloktrus atur sandi dah bisasekarang bisasolusinya,negatif
puas,positif
bagus up flaz,positif
pakai belanja online belanja lazada tokopedia shope,positif
maf,negatif
sip setor tunai atm,positif
coba bintang buat,negatif
veripikasi susahmending pakai neo mudah ribet,negatif
mantap,positif
verifikasi wajah woy muka orang aplikasi kenal gedebong pisang,negatif
by qu dah aktif min card atm bagus,positif
jos,positif
daftar lupa pakai ref yudhilde bonus k bagus up saldo min k puas banget pakai interfacenya simple simple lancar mobile kali kendala indikator hijau biru saran tolong fitur deposit saldo atm tarik tunai deposit gopay sptnya dngn va,positif
god,positif
kak kalo bikin rek cantik rb bayar rb,positif
asli bohong,positif
stlah daptar bingung maf min tolong hps data ats nama diniawatisaya tida pakai akun bcatrimakasi,negatif
apik fernando hasyim a xi akl,positif
bagus,positif
bantu,positif
kasih coba tolong buat fitur setor tunai kartu atm uang tunai setor tunai no va,positif
bagus mudah atur rupiah ayo donloat cesbek masuk kode dedeitzsh lupa langsung bagus up buak dapetin bonus,positif
bantu fitur setor tunai atm,positif
fitur dompet digitaldi donk cuman ovo gopay danashopie dl plus setor tunaipasti ajib sementarabintang bintang lo bisasetor tunai kayake pakaikartu atm,positif
nyaman pakai mudah promonya,positif
bantu,positif
guna kakak terima kasih,positif
woi ajg klo verifikasi muka tuh simple bodoh susah verifikasi muka emosi mentok gagal verifikasi muka,negatif
halo gabisa nerima transfer please bales suruh hubung langsung,negatif
baik smoth loading cepat,positif
kena tipu bos saldo abis ambil orang ko,negatif
masuk akun bcadengan nama osa agung dirgantara mohon untukdi cekpak,positif
buka rekeningnd blue dapet voucher,negatif
halo mbak ecek data nama gadis kandung kantor cabang hubung halo data buka,positif
excelent terimakasih cipta layan perban online bantu tabung cocok orang susah tabung aplikasi matang semenjak instal kendala moga depan ya inovasi sukses,positif
bagus banget,positif
bagus min verifikasi vc buka rekening,positif
kemarin akun selesai proses,negatif
god,positif
guna sudh semenjak no hp hilang masuk tlpn cs saran pusat oprator ubah mohon guna tlfn harap bantu suruh pusat tlfn cs ngabisin pulsa,negatif
reset pasword masuk daftar masuk tulis masuk,negatif
bagus moga depan jga tambah fitur bagus,positif
