content,score,at,thumbsUpCount,replyContent,final_content,tokens_stemmed
Daftar gagal terus di tahap akhir vc. Padahal data pribadi sudah diupload.,1,2021-10-07 20:24:08,0,"Hai Kakak, maaf ya pengalaman buka rekeningnya jadi nggak nyaman. Hal tersebut sepenuhnya menjadi kebijakan dari BCA Digital setelah melakukan analisa dari kelengkapan data pembukaan rekening. Dikhawatirkan terdapat data diri yang tidak dapat terverifikasi atau hal lain yang tidak sesuai dengan ketentuan yang ditetapkan oleh BCA Digital.",daftar gagal tahap vc data pribadi diupload,"['daftar', 'gagal', 'tahap', 'vc', 'data', 'pribadi', 'diupload']"
"Punya berapa Cs sih? Dari pagi sampai jam 20.00 ngantri terus, udah gitu urutan antriannya tetap sama seperti tadi pagi...",1,2021-10-07 20:20:33,0,"Hai Kak Timo, maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena terjadi kepadatan antrean proses video call. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.",cs sih pagi jam ngantri gitu urut antri pagi,"['cs', 'sih', 'pagi', 'jam', 'ngantri', 'gitu', 'urut', 'antri', 'pagi']"
susah banget we nyambung ke videocallnya,1,2021-10-07 20:16:32,0,"Hai Kak Lia, maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena terjadi kepadatan antrean proses video call. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.",susah banget we nyambung videocalnya,"['susah', 'banget', 'we', 'nyambung', 'videocalnya']"
Mau vc gagal min,1,2021-10-07 18:38:26,0,"Hai, Kak Arif. Mohon maaf atas ketidaknyamanannya. Kami sarankan dapat mencoba secara berkala, pastikan jaringan internet stabil. Jam layanan CSO pembukaan rekening setiap hari mulai pukul 06:00-22:00 WIB.
",vc gagal min,"['vc', 'gagal', 'min']"
Maaf kalau boleh saran video callnya di jam 00-06 kerena ke biasaan aplksi seper ini pasti di jam 06-22 pdahal jam jaringan sibuk lalu yang mau buat akun jadi gagal...(tidak terkoneksi) atau sekalian buat janji...kalau ni aflksi ga bisa buat saya bisa bantu membuatnya...hobongi saja di email ini.,1,2021-10-07 18:18:58,3,"Hai, Kak Ary. Terima kasih atas sarannya. Kami akan selalu terus memperbaiki layanan demi mencapai kepuasan para pengguna aplikasi blu. Jika Kakak mengalami video call, kami sarankan Kakak dapat mencoba kembali secara berkala. Jam layanan CSO pembukaan rekening BCA Digital pukul 06:00-22:00 WIB.",maf saran video calnya jam rena biasa aplksi per jam pdahal jam jaring sibuk akun gagaltidak koneksi janjikalau ni aflksi bantu membuatnyahobongi email,"['maf', 'saran', 'video', 'calnya', 'jam', 'rena', 'biasa', 'aplksi', 'per', 'jam', 'pdahal', 'jam', 'jaring', 'sibuk', 'akun', 'gagaltidak', 'koneksi', 'janjikalau', 'ni', 'aflksi', 'bantu', 'membuatnyahobongi', 'email']"
"Aplikasi sampah,sudah capek nunggu antrian nmr Ratusan pas pembukaan rekening,pas udh giliran sistem error dan disuruh besok nya lagi dan trrus berulang spedti itu udh yg ke empat kali gagal dan buang"" kuota. Yg kasih bintang 5 dan komen baik tentang apk itu,fiks orang dalam. Saya saranin jgn download klo anda ga mau buang kuota",1,2021-10-07 18:04:15,4,"Hai, Kak Elisa. Mohon maaf atas ketidaknyamanannya. Kami sarankan Kakak dapat mencoba secara berkala, pastikan jaringan internet dalam keadaan stabil. Jam layanan CSO pembukaan rekening BCA Digital setiap hari mulai pukul 06:00-22:00 WIB.",sampahsudah capek nungu antri nmr ratus pas buka rekeningpas gilir sistem eror suruh besok trus ulang spedti kali gagal buang kuota kasih bintang komen itufiks orang saranin jgn download klo buang kuota,"['sampahsudah', 'capek', 'nungu', 'antri', 'nmr', 'ratus', 'pas', 'buka', 'rekeningpas', 'gilir', 'sistem', 'eror', 'suruh', 'besok', 'trus', 'ulang', 'spedti', 'kali', 'gagal', 'buang', 'kuota', 'kasih', 'bintang', 'komen', 'itufiks', 'orang', 'saranin', 'jgn', 'download', 'klo', 'buang', 'kuota']"
"Halo tim Blu Bca, kenapa saya ga bisa melakukan video call dengan cs ya? mohon bantuannya saya mau buka rekening",2,2021-10-07 17:57:40,0,"Hai, Kak Hisba. Mohon maaf atas ketidaknyamanannya. Kami sarankan dapat mencoba secara berkala dikhawatirkan layanan sedang padat antrean, pastikan jaringan internet dalam keadaan stabil. Jam layanan video call setiap hari mulai pukul 06:00-22:00 WIB.",halo tim video cal cs mohon bantu buka rekening,"['halo', 'tim', 'video', 'cal', 'cs', 'mohon', 'bantu', 'buka', 'rekening']"
Mau vc nya susah kluar melulu,4,2021-10-07 17:54:43,0,"Hai, Kak Timo. Mohon maaf atas ketidaknyamanannya. Kami sarankan Kakak dapat mencoba secara berkala. Pastikan jaringan internet dalam keadaan stabil. Jam layanan CSO pembukaan rekening setiap hari mulai pukul 06:00-22:00 WIB.",vc susah kluar melulu,"['vc', 'susah', 'kluar', 'melulu']"
mau daftar aja susah amat harus nunggu antrian sampai kapan kaya gitu terus,1,2021-10-07 17:49:12,0,"Hai, Kak Dhika. Mohon maaf atas ketidaknyamanannya. Kendala tersebut, dikhawatirkan layanan sedang padat antrean. Kami sarankan Kakak dapat mencoba kembali secara berkala. Jam layanan CSO pembukaan rekening BCA Digital pukul 06:00-22:00 WIB.",daftar susah nungu antri kaya gitu,"['daftar', 'susah', 'nungu', 'antri', 'kaya', 'gitu']"
Kyc terlalu ribeett... Gagal alesan sistem eror sinyal jelek.. Muka saya jelek kali ya,1,2021-10-07 17:31:27,0,"Hai, Kak Gary. Mohon maaf atas ketidaknyamanannya. Kami sarankan Kakak dapat mencoba secara berkala, pastikan jaringan internet dalam keadaan stabil. Jam layanan CSO pembukaan rekening setiap hari mulai pukul 06:00-22:00 WIB.",kyc ribet gagal alesan sistem eror sinyal buruk muka buruk kali,"['kyc', 'ribet', 'gagal', 'alesan', 'sistem', 'eror', 'sinyal', 'buruk', 'muka', 'buruk', 'kali']"
"Cukup 1 juta aja sudah bisa Deposito bunganya gede lagi 3.50% Mau jalan2, pake bluSaving aja, simpan, simpan simpan, eh tinggal ambil pas mau vacation Trusssss, kalo mau arisan atau atur uang kas mah udah gampill, ada bluGether Wait2, masih ada lagi, bebas admin, ga ada saldo mengendap juga Transfer antar bank bisa gratis loh untuk 20 transfer pertama Gak nyesel lah pake blu By BCA DIGITAL",5,2021-10-07 17:30:47,2,"Hai, Kak Aldho. Terima kasih atas reviewnya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",juta deposito bunga gede jalan pakai blusaving simpan simpan simpan eh tingal ambil pas vacation trus kalo arisan atur uang kas mah gampil blugether wait bebas admin saldo endap transfer gratis loh transfer nyesel pakai by,"['juta', 'deposito', 'bunga', 'gede', 'jalan', 'pakai', 'blusaving', 'simpan', 'simpan', 'simpan', 'eh', 'tingal', 'ambil', 'pas', 'vacation', 'trus', 'kalo', 'arisan', 'atur', 'uang', 'kas', 'mah', 'gampil', 'blugether', 'wait', 'bebas', 'admin', 'saldo', 'endap', 'transfer', 'gratis', 'loh', 'transfer', 'nyesel', 'pakai', 'by']"
Aneh . Udah vc 1 x katanya gangguan . Vc ke 2 di suru ke bank . Harus ada debit dulu di BCA baru bisa . Jadi buat apa digit banking ini . Pdhal temen aku bisa,2,2021-10-07 17:23:36,4,"Hai, Kak Yuki. Mohon maaf atas ketidaknyamanannya. Selama data yang diberikan dapat terverifikasi dan sesuai dengan ketentuan yang ditetapkan BCA Digital untuk pembukaan rekening, maka pembukaan rekening dapat diproses lebih lanjut.",aneh vc x gangu vc suru debit digit banking pdhal temen,"['aneh', 'vc', 'x', 'gangu', 'vc', 'suru', 'debit', 'digit', 'banking', 'pdhal', 'temen']"
Cs nya sombong udah nyambung malah di matiin sama dia mentang mentang saya dekil tolong tegur cs nya,1,2021-10-07 17:16:26,0,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki layanan demi mencapai kepuasan para pengguna aplikasi blu dan memberikan inovasi terbaik untuk memenuhi semua kebutuhan perbankan Kakak.",cs sombong nyambung matin mentang mentang dekil tolong tegur cs,"['cs', 'sombong', 'nyambung', 'matin', 'mentang', 'mentang', 'dekil', 'tolong', 'tegur', 'cs']"
"katanya buat hidup mu jadi lebih mudah dan ga ribet dengan blu tapi mau verifikasi aja di persulit , IT nya gimana ya rugi gue nunggu udh lama malah bilang waktu kmu sudah habis silahkan login kembali",1,2021-10-07 16:48:08,2,"Hai, Kak Rehan. Mohon maaf atas ketidaknyamanannya. Mohon sampaikan detail respon atau kendala yang Kakak alami ke DM Twitter @haloblu atau email haloblu@bcadigital.co.id ya.",hidup mu mudah ribet verifikasi sulit it rugi nungu bilang kmu habis silah masuk,"['hidup', 'mu', 'mudah', 'ribet', 'verifikasi', 'sulit', 'it', 'rugi', 'nungu', 'bilang', 'kmu', 'habis', 'silah', 'masuk']"
Kak kok gak bisa daftar kenapa,4,2021-10-07 15:54:53,0,"Hai, Kak Novita. Jika Kakak mengalami kendala saat proses video call maka mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",kak daftar,"['kak', 'daftar']"
Klo sya tidak punya NPWP bisa daftar tidak min?,5,2021-10-07 15:49:38,0,"Hai, Kak Ichoz. Terima kasih atas ulasan yang Kakak berikan. Jika belum memiliki NPWP maka Kakak tetap dapat melakukan pembukaan rekening blu karena NPWP bersifat opsional.",klo sya npwp daftar min,"['klo', 'sya', 'npwp', 'daftar', 'min']"
payah pembukaan rekening dengan video call selalu otomatis terputus makan kuota banyak dari tadi gak terhubung cs nya,1,2021-10-07 15:19:04,0,"Hai, Kak Reza. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",payah buka rekening video cal otomatis putus makan kuota hubung cs,"['payah', 'buka', 'rekening', 'video', 'cal', 'otomatis', 'putus', 'makan', 'kuota', 'hubung', 'cs']"
Bolehkah saya meminta nomor whatsapp nya?,5,2021-10-07 15:09:14,0,Mohon maaf saat ini layanan WhatsApp haloblu belum tersedia ya.,nomor whatsap,"['nomor', 'whatsap']"
"Sejauh ini ga ada kendala, yg esensial udh terpenuhi buat nabung, tinggal tambah fitur2 menarik utk transaksi dan investasi",5,2021-10-07 14:08:12,0,"Hai, Kak Aditya Setiabudi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",kendala esensial penuh nabung tingal fitur tarik transaksi investasi,"['kendala', 'esensial', 'penuh', 'nabung', 'tingal', 'fitur', 'tarik', 'transaksi', 'investasi']"
"Uang Saya Ludes Di Ambil sama Orang,Saya Lapor malah gal ada respon",1,2021-10-07 14:02:15,0,"Hai, Kak Alvin. Mohon maaf atas kendala yang Kakak alami saat ini. Jika yang Kakak maksud akun blu Kakak diretas, maka kami sarankan Kakak dapat menghubungi haloblu 1500668 agar dilakukan pengecekan dan pemblokiran rekening karena memerlukan verifikasi data.",uang ludes ambil orangsaya lapor gal respon,"['uang', 'ludes', 'ambil', 'orangsaya', 'lapor', 'gal', 'respon']"
Ok,5,2021-10-07 13:49:23,0,"Hai, Kak Edi Yuswar. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",ok,['ok']
Susah daftarnya vc nya ganyambung terus,1,2021-10-07 13:00:12,0,"Hai, Kak. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",susah daftar vc ganyambung,"['susah', 'daftar', 'vc', 'ganyambung']"
"Oyyy kenapa pas vc nya lama banget gagal lg gagal lg, udh 3 hari berturut-turut tetep aja gtu sampe prestasi di lamain",1,2021-10-07 12:56:37,0,"Hai, Kak Rudi. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",oy pas vc banget gagal gagal berturuturut tetep gtu sampe prestasi lamain,"['oy', 'pas', 'vc', 'banget', 'gagal', 'gagal', 'berturuturut', 'tetep', 'gtu', 'sampe', 'prestasi', 'lamain']"
Udh nunggu lama lansung di matiin trus gagal lagi aduh gimna ini,1,2021-10-07 12:42:18,1,"Hai, Kak Uzinn. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",nungu lansung matin gagal aduh gimna,"['nungu', 'lansung', 'matin', 'gagal', 'aduh', 'gimna']"
Udah Daftar Dan Udah Di Akhir Nungguin Proses Video Call Sampe 1 jam Setengah Malah Ga ada Hasil Sampe Kuota 1.3 gb Habis Hadeh Gimana Sih,1,2021-10-07 12:41:47,0,"Hai, Kak. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",daftar nunguin proses video cal sampe jam hasil sampe kuota gb habis hadeh sih,"['daftar', 'nunguin', 'proses', 'video', 'cal', 'sampe', 'jam', 'hasil', 'sampe', 'kuota', 'gb', 'habis', 'hadeh', 'sih']"
Ini yg ga stabil jaringannya siapa ya? Csnya bilang hr selasa doang gangguannya. Tp sampai hari kamis gagal terus tiap sesi vc.,1,2021-10-07 12:29:22,1,"Hai, Kak Nandini. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",stabil jaring csnya bilang hr selasa doang gangu kamis gagal sesi vc,"['stabil', 'jaring', 'csnya', 'bilang', 'hr', 'selasa', 'doang', 'gangu', 'kamis', 'gagal', 'sesi', 'vc']"
videocall sllu keputus,1,2021-10-07 11:43:40,0,"Halo, Kak Ahmad Dani. Mohon maaf atas kendala yang Kakak alami. Saat ini proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",videocal slu putus,"['videocal', 'slu', 'putus']"
Nice,5,2021-10-07 11:01:34,0,"Hai, Kak Saut Habeahan. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",nice,['nice']
"Gak sengaja waktu itu apk nya ke hapus,eh pas mau masuk kaga bisa malah di arahin kaya mau daftar lagi..hadeuhh🤦",3,2021-10-07 10:23:04,1,"Hai, Kak Pandi. Mohon maaf atas kendala yang Kakak alami. Kami sarankan aplikasi tersebut bisa Kakak tutup paksa, kemudian buka kembali ya.",sengaja hapuseh pas masuk kaga arahin kaya daftar lagihadeuh,"['sengaja', 'hapuseh', 'pas', 'masuk', 'kaga', 'arahin', 'kaya', 'daftar', 'lagihadeuh']"
"Masa cuma karena masalah registrasi aja kalian tega kasih bintang 1, padahal saya yakin, blu pasti kasih yg terbaik Karena banyak antrian mungkin",5,2021-10-07 09:52:15,0,"Hai, Kak Abe. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",registrasi tega kasih bintang kasih baik antri,"['registrasi', 'tega', 'kasih', 'bintang', 'kasih', 'baik', 'antri']"
banyak yg bilang aplikasinya banyak bug. EH BUAT ORG MISKIN JANGAN NYALAHIN APLIKASI TP SALAHIN HP LU XIAOMI YG JELEK HARGA 2JT SOK2AN. BELI HP TU DI ATAS 5JT BIAR GK BUG,5,2021-10-07 09:35:53,0,"Hai, Kak Han Louis. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bilang aplikasi bug eh orang miskin nyalahin salahin hp xiaomi buruk harga jt sok beli hp tu jt biar bug,"['bilang', 'aplikasi', 'bug', 'eh', 'orang', 'miskin', 'nyalahin', 'salahin', 'hp', 'xiaomi', 'buruk', 'harga', 'jt', 'sok', 'beli', 'hp', 'tu', 'jt', 'biar', 'bug']"
"Cs nya entah ke mna, ga jelas ni apk",1,2021-10-07 09:27:14,0,"Hai, Kak Fernando. Mohon maaf atas kendala yang Kakak alami saat ini. Jika Kakak terkendala proses video call, saat ini proses video call sedang mengalami padat antrean, kami sarankan Kakak bisa mencoba secara berkala dan pastikan jaringan stabil.",cs mna ni,"['cs', 'mna', 'ni']"
Mau daftar susah bgt hubungi CS,1,2021-10-07 09:25:43,0,"Hai, Kak Seven. Mohon maaf atas kendala yang Kakak alami saat ini. Jika Kakak terkendala proses video call, saat ini proses video call sedang mengalami padat antrean, kami sarankan Kakak bisa mencoba secara berkala dan pastikan jaringan stabil.",daftar susah banget hubung cs,"['daftar', 'susah', 'banget', 'hubung', 'cs']"
Mengapa kode refral sya tidak bsa dgnaķan,1,2021-10-07 09:18:09,0,"Hai, Kak Key Syah. Bisa informasikan seperti apa respon tidak bisanya?",kode refral sya dgnan,"['kode', 'refral', 'sya', 'dgnan']"
"Mau verifikasi gagal terus ,, padahal wiifi lancar ,, sekali nya verifikasi malah suruh besok",1,2021-10-07 09:15:18,0,"Halo, Kak Vega Vegalama. Mohon maaf atas kendala yang Kakak alami. Proses video call kami sarankan Kakak menggunakan data seluler dan tidak menggunakan WiFi ya. Proses video call dapat dilakukan dari pukul 06:00-22:00 WIB.",verifikasi gagal wifi lancar verifikasi suruh besok,"['verifikasi', 'gagal', 'wifi', 'lancar', 'verifikasi', 'suruh', 'besok']"
Sudah dua hari masa antrian terus di atas 100 apa cuma satu orang yg melayani member nya... Heran dah aku..,1,2021-10-07 09:02:30,0,"Hai, Kak Joran. Mohon maaf atas kendalanya. Saat ini proses video call sedang padat, kami sarankan Kakak bisa mencoba secara berkala dan pastikan jaringan stabil. Proses video call dapat dilakukan dari pukul 06:00-22:00 WIB ya.",antri orang layan member heran dah,"['antri', 'orang', 'layan', 'member', 'heran', 'dah']"
Spertinya anda tidak menginginkan nasabah dari desa desa kecil yang sinyalnya tidak terlalu stabil seperti saya ya ferivikasi nya dipersulit mana antri lama giliran antrian udah dekat eh koneknsinya terputus !,1,2021-10-07 09:01:36,0,"Mohon maaf atas kendala yang Kakak alami saat ini. Proses video call sedang padat antrean, kami sarankan Kakak bisa coba secara berkala dan pastikan jaringan stabil ya.",spertinya nasabah desa desa sinyal stabil ferivikasi sulit antri gilir antri eh koneknsinya putus,"['spertinya', 'nasabah', 'desa', 'desa', 'sinyal', 'stabil', 'ferivikasi', 'sulit', 'antri', 'gilir', 'antri', 'eh', 'koneknsinya', 'putus']"
